geonameid;name;latitude;longitude;countrycode;population;timezone;admin1code;alternatenames;continentcode
3081324;Września;52.32512;17.56519;PL;28703;Europe/Warsaw;86;"['Uzhehsnja', 'Vzesn', 'Vzesna', 'Vzesnia', ""Vzhes'nja"", ""Vzhes'nya"", 'Vzheshnja', 'Vzhesna', 'Vzhesnja', 'Vzhes’nya', 'Vžesn', 'Vžesnia', 'Vžesņa', 'Wreschen', 'Wrzesnia', 'Września', 'fu re xi ni ya', 'Вжесня', 'Вжесьня', 'Вжесња', 'Вжешня', 'Ужэсня', '弗熱希尼亞']";EU
3081368;Wrocław;51.1;17.03333;PL;634893;Europe/Warsaw;72;"['Boroszlo', 'Boroszló', 'Brasloi', 'Brassel', 'Breslau', 'Breslava', 'Breslavia', ""Breslavl'"", 'Breslavl’', 'Breslu', 'Breslávia', 'Breslū', 'Vratislav', 'Vratislavia', 'Vratislavie', 'Vroclau', 'Vroclav', 'Vroclava', 'Vroclavas', 'Vroclavo', 'Vrocuav', 'Vroklave', 'Vroslav', 'Vrotslav', 'Vruoclavs', 'WRO', 'Wroclaw', 'Wroclow', 'Wrocław', 'Wrocłow', 'Wroklaw', 'Wroslaw', 'Wrosław', 'Wrócław', 'beulocheuwapeu', 'frwtswaf', 'fu luo ci wa fu', 'viratscahp', 'vrotsavapha', 'vrotslavi', 'vurotsuwafu', 'w rxtswaf', 'wrwslaw', 'wrwtswaf', 'wrwzlb', 'Βρότσλαβ', 'Вроцлав', 'Вроцлаў', 'ברעסלוי', 'ורוצלב', 'فروتسواف', 'وروتسواف', 'وروسلاو', 'ڤرۆتسواف', 'व्रोत्सवाफ', 'விராத்ஸ்சாஃப்', 'วรอตสวัฟ', 'ვროცლავი', 'ヴロツワフ', '弗罗茨瓦夫', '브로츠와프']";EU
3081677;Wodzisław Śląski;50.00377;18.47205;PL;49521;Europe/Warsaw;83;"['Silezijos Vodzislavas', ""Vodzhislav Shl'onski"", ""Vodzislav-Shl'ons'kij"", 'Vodzislav-Shljonski', 'Vodzislav-Sljonski', 'Vodzislava Slonska', 'Wladzisluw', 'Wodislaw-Slaski', 'Wodisław-Śląski', 'Wodzislaw', 'Wodzislaw Slaski', 'Wodzisław', 'Wodzisław Śląski', 'Władźisłůw', 'wwdzyslʼb slzyh', 'xi long si ke de qu wo ji si wa fu', 'Воджислав Шльонски', 'Водзислав-Слёнски', 'Водзислав-Шлёнски', 'Водзіслав-Шльонський', 'Вођислав Слонски', 'וודזיסלאב שלזיה', '希隆斯克地區沃濟斯瓦夫']";EU
3081741;Włocławek;52.64817;19.0678;PL;120339;Europe/Warsaw;73;['Leslau', 'Ulaclavak', 'Vloclavek', 'Vloclaveka', 'Vloclavekas', 'Wloclawek', 'Włocławek', 'beuwocheuwabekeu', 'fu wo ci wa wei ke', 'fwtswafk', 'vuuotsuwavueku', 'w wxts wa wek', 'Влоцлавек', 'Улацлавак', 'ולוצלאווק', 'فوتسوافك', 'ووتس\u200cواوک', 'ววอตซวาเวก', 'ヴウォツワヴェク', '弗沃茨瓦韦克', '브워츠와베크'];EU
3082197;Wieluń;51.22097;18.56964;PL;21892;Europe/Warsaw;74;"['Veliunis', 'Veljun', ""Veljun'"", 'Veluna', 'Veluņa', ""Velyun'"", 'Vieloun', 'Vielun', 'Vjelun', 'Weilun', 'Wielun', 'Wieluń', 'biellun', 'vuieruni', 'wei long', 'wylwn', 'wyylwn', 'Βιέλουν', 'Велюн', 'Велюнь', 'Вјелуњ', 'ויילון', 'ویلون', 'ヴィエルニ', '维隆', '비엘룬']";EU
3082473;Wejherowo;54.60568;18.23559;PL;46820;Europe/Warsaw;82;['Neustadt', 'Veiherovas', 'Vejgerovo', 'Vejherovo', 'Vejkherovo', 'Veykherovo', 'Weiherowo', 'Wejherowo', 'Wejrowo', 'Wejrowò', 'vueiherovuo', 'wei yi hai luo wo', 'Вейгерово', 'Вейхерово', 'Вејхерово', 'ヴェイヘロヴォ', '韋伊海羅沃'];EU
3082704;Wałcz;53.27787;16.47122;PL;25971;Europe/Warsaw;87;['Deutsch Krone', 'Valca', 'Valcas', 'Valch', 'Valča', 'Valčas', 'Walcz', 'Wałcz', 'Wolcz', 'Wôłcz', 'wa wu qi', 'Валч', '瓦烏奇'];EU
3082707;Wałbrzych;50.77141;16.28432;PL;127431;Europe/Warsaw;72;['Valbzhikh', 'Valbzhykh', 'Valbziha', 'Valbzychas', 'Valbžiha', 'Valbžychas', 'Walbrzych', 'Waldenburg', 'Waldenburg in Schlesien', 'Wałbrzych', 'baubeujiheu', 'vuaubujifu', 'wa lb cik', 'wa wu bu ri he', 'wawb jykh', 'wawb zhykh', 'wlbzyk', 'Валбжих', 'Валбжых', 'ולבזיך', 'واوب جيخ', 'واوب ژیخ', 'วาลบ์จิก', 'ヴァウブジフ', '瓦烏布日赫', '바우브지흐'];EU
3082712;Wągrowiec;52.80842;17.19961;PL;24428;Europe/Warsaw;86;"['Eichenbruck', 'Eichenbrück', 'Vongrovec', ""Vongrovec'"", 'Vongroveca', 'Vongrovecas', 'Vongrovjec', 'Wagrowiec', 'Wongrowiec', 'Wongrowitz', 'Wągrowiec', 'weng ge luo wei ci', 'Вонгровец', 'Вонгровець', 'Вонгровјец', '翁格羅維茨']";EU
3082722;Wadowice;49.88335;19.49292;PL;19238;Europe/Warsaw;77;['Bantobitse', 'Vadavicy', 'Vadovice', 'Wadowice', 'badobiche', 'vuadovuitsue', 'wa duo wei cai', 'wdwbyzh', 'Βαντοβίτσε', 'Вадавіцы', 'Вадовице', 'Вадовіце', 'ודוביצה', 'ヴァドヴィツェ', '瓦多維采', '바도비체'];EU
3082751;Ustroń;49.72153;18.80198;PL;15637;Europe/Warsaw;83;"['Ustron', ""Ustron'"", 'Ustrona', 'Ustroń', 'Ustroņa', 'Ustroň', 'Ustrune', 'Ustrůńe', 'wu si te long', 'Устрон', 'Устронь', 'Устроњ', '烏斯特龍']";EU
3082756;Ustka;54.58048;16.86194;PL;16250;Europe/Warsaw;82;['Stolpmuende', 'Stolpmünde', 'Usko', 'Ustka', 'useuteuka', 'usutoka', 'wu si te ka', 'Ùskô', 'Устка', 'ウストカ', '乌斯特卡', '우스트카'];EU
3082914;Tychy;50.13717;18.96641;PL;130000;Europe/Warsaw;83;['Tichau', 'Tihi', 'Tikhi', 'Tychos', 'Tychy', 'Tykhy', 'Tıhı', 'di hei', 'thi khi', 'tihi', 'tixa', 'tyshy', 'Тихи', 'Тыхы', 'تیشی', 'ทิคี', 'ティヒ', '蒂黑', '티히'];EU
3082998;Turek;52.01548;18.50055;PL;29533;Europe/Warsaw;86;['Turek', 'Турек'];EU
3083111;Trzebinia;50.15931;19.46966;PL;18828;Europe/Warsaw;77;['Trzebinia', 'Tsebina', 'Tshebina', 'Tshebinja', 'Tšebiņa', 'chbynya', 'qie bi ni ya', 'toshebinya', 'trzbynya', 'tsbynyh', 'Тшебиня', 'Тшебиња', 'Тшебіня', 'טשביניה', 'ترزبينيا', 'چبینیا', 'トシェビニャ', '切比尼亞'];EU
3083185;Trzcianka;53.04063;16.45629;PL;16914;Europe/Warsaw;86;['Kreisstadt Schonlanke', 'Kreisstadt Schönlanke', 'Schonlanke', 'Schönlanke', 'Trzcianka', 'Trzconka', 'Trzcónka', 'Tscjanka', 'Tshcanka', 'Tshchanka', 'Tshchjanka', 'Tshcjanka', 'Tšcjanka', 'ashchyanka', 'chchanka', 'qi qiang ka', 'Тшцянка', 'Тшчанка', 'Тшчянка', 'Тшћанка', 'اشچیانکا', 'چچانکا', '奇強卡'];EU
3083271;Toruń;53.01375;18.59814;PL;198613;Europe/Warsaw;73;"['Thorn', 'Thorunium', 'Torn', 'Toroun', 'Torun', ""Torun'"", 'Toruna', 'Torune', 'Toruni', 'Torunj', 'Torunė', 'Toruń', 'Toruņa', 'Toruň', 'Torń', 'Torůń', 'thx run', 'tolun', 'torun', 'trwny', 'tuo lun', 'twrwn', 'twryny', 'Τόρουν', 'Торун', 'Торунь', 'Торуњ', 'טורון', 'ترونی', 'تورون', 'تورینی', 'تۆرون', 'ทอรูน', 'ტორუნი', 'トルン', '托伦', '토룬']";EU
3083426;Tczew;54.09242;18.77787;PL;60133;Europe/Warsaw;82;['Derszewo', 'Dirschau', 'Dërszewò', 'Tceva', 'Tcevas', 'Tchev', 'Tczew', 'Tčeva', 'Tčevas', 'Тчев'];EU
3083440;Tarnowskie Góry;50.44548;18.86147;PL;60938;Europe/Warsaw;83;"[""Tarnovs'ki Guri"", 'Tarnovske Gori', 'Tarnovske Gurai', 'Tarnovske Guri', 'Tarnovske-Gury', 'Tarnovskje Gori', 'Tarnowitz', 'Tarnowske Gury', 'Tarnowske Gůry', 'Tarnowskie Gory', 'Tarnowskie Góry', 'ta er nuo fu si kai gu lei', 'taleunopeuseukieguli', 'Тарновске Гори', 'Тарновске-Гуры', 'Тарновскје Гори', 'Тарновські Гури', 'タルノフスキェ・グルィ', '塔爾諾夫斯凱古雷', '타르노프스키에구리']";EU
3083826;Szczecinek;53.70791;16.69937;PL;38496;Europe/Warsaw;87;['Neustettin', 'Neustettiu', 'Scecineka', 'Scecinekas', 'Shchacinak', 'Shchechinek', 'Shchecinek', 'Shhecinek', 'Szczecenko', 'Szczecinek', 'Szczecënkò', 'shen qie qi nei ke', 'Ščecineka', 'Ščecinekas', 'Шчацінак', 'Шчечинек', 'Шчећинек', 'Щецинек', '什切齊內克'];EU
3083829;Szczecin;53.42894;14.55302;PL;407811;Europe/Warsaw;87;"['Estetino', 'Estettin', 'SZZ', 'Scecin', 'Scecina', 'Scecinas', 'Scetsin', 'Shchechin', 'Shchecin', 'Shchekin', 'Shchetsin', 'Shchétsin', 'Shhechin', 'Shhecin', 'Stetin', 'Stettin', 'Stettin.', 'Stettino', 'Stettinum', 'Stsetsin', 'Szczecin', 'Szczetno', 'Szczëtno', 'Sztetin', 'shchchyn', 'shchetsini', 'shen qie qing', 'shshychn', 'shttyn', 'shuchechin', 'stecina', 'syuchechin', ""sz'z'yn"", 'Şçetsin', 'Şçeçin', 'Štetín', 'Štětín', 'Šćećin', 'Ščecin', 'Ščecina', 'Ščecinas', 'Στσέτσιν', 'Шчечин', 'Шчећин', 'Шчеќин', 'Шчэцін', 'Щецин', 'Щечин', 'שטעטין', ""שצ'צ'ין"", 'شتتين', 'ششیچن', 'شچچین', 'श्टेचिन', 'შჩეცინი', 'シュチェチン', '什切青', '슈체친']";EU
3083878;Szamotuły;52.61201;16.57794;PL;18588;Europe/Warsaw;86;['Samotuli', 'Samter', 'Shamatuly', 'Shamotuli', 'Shamotuly', 'Szamotuly', 'Szamotuły', 'sha mo tu wei', 'shamotouui', 'Šamotuli', 'Шаматулы', 'Шамотули', 'Шамотулы', 'シャモトゥウィ', '沙莫圖維'];EU
3083955;Świnoujście;53.91053;14.24712;PL;40919;Europe/Warsaw;87;"['Sbinooustsie', 'Shvinoujshche', ""Svinaujs'ce"", 'Svinouiscis', ""Svinoujs'ce"", 'Svinoujsce', 'Svinoujshce', 'Svinousti', 'Svinouyscie', 'Svinoústí', 'Swienemuenn', 'Swienemünn', 'Swina', 'Swinemude', 'Swinemuende', 'Swinemunde', 'Swinemüde', 'Swinemünde', 'Swinioujscie', 'Swinmunde', 'Swinmutha', 'Swinoujsce', 'Swinoujscie', 'Swīnmūþa', 'ashwynwawyshchh', 'chfi nx xu xichche', 'shifinouishiche', 'sibinou-isichie', 'svinujsi', ""swwynwz'y"", 'xi wei nuo wu yi xi qie', 'Świnoujście', 'Świnoujśće', 'Σβινόουστσιε', 'Свиноуйсьце', 'Свиноујшће', 'Свінауйсьце', 'Свіноуйсьце', 'Швиноуйшче', ""סווינוצ'י"", 'اشوینواویشچه', 'स्विनूज्सी', 'ชฟีนออูอีชเช', 'シフィノウイシチェ', '希維諾烏伊希切', '시비노우이시치에']";EU
3083988;Świętochłowice;50.29636;18.91726;PL;55600;Europe/Warsaw;83;['Sbietochlobitse', 'Schweintochlitz', 'Schwientochlowitz', 'Shventokhlovice', 'Sventochlovices', 'Sventochlovicės', 'Sventohlovice', 'Sventokhlovice', 'Svintohuvitso', 'Svjentokhlovice', 'Svjetohlovice', 'Swietochlowice', 'Swjyntochlowicy', 'ashfyntwkhwwytsh', 'shfyntwkhwfytsh', 'shifientofuuovuitsue', 'sibiengtoheuwobiche', 'swwyyntwhlwbyzh', 'xi wei tuo he luo wei cai', 'Świętochłowice', 'Śwjyntochlowicy', 'Ŝvintohuvitso', 'Σβιετοχλόβιτσε', 'Свентохловице', 'Свентохловіце', 'Свјентохловице', 'Швентохловице', 'שוויינטוחלוביצה', 'اشفینتوخوویتسه', 'شفينتوخوفيتسه', 'シフィエントフウォヴィツェ', '希维托赫洛维采', '시비엥토흐워비체'];EU
3084062;Świebodzin;52.24751;15.53355;PL;21757;Europe/Warsaw;76;['Comuna de Swiebodzin', 'Comuna de Świebodzin', 'Gmina Svebodzin', 'Gmina Swiebodzin', 'Gmina Świebodzin', 'Schweibus', 'Schwiebus', 'Svebodzin', 'Swibossin', 'Swiboßin', 'Свебодзин', 'Ґміна Свебодзін'];EU
3084074;Świecie;53.40953;18.44742;PL;25843;Europe/Warsaw;73;['Comuna de Swiecie', 'Comuna de Świecie', 'Gmina Svece', 'Gmina Swiecie', 'Gmina Świecie', 'Schwetz', 'Svece', 'Swiecie', 'Świecie', 'Свеце', 'Ґміна Свеце'];EU
3084084;Świebodzice;50.85974;16.31966;PL;23228;Europe/Warsaw;72;['Freiburg', 'Freiburg in Schlesien', 'Frybork', 'Shvebodzhice', 'Svebodzice', 'Svebodzices', 'Svebodzicės', 'Swiebodzice', 'swwyybwdzyzh', 'xi wei bo ji cai', 'Świebodzice', 'Свебодзице', 'Свебодзіце', 'Свјебођице', 'Швебоджице', 'שווייבודזיצה', '希維博濟采'];EU
3084085;Świdwin;53.77464;15.77671;PL;15725;Europe/Warsaw;87;['Schivelbein', 'Shvidvin', 'Skwilbeno', 'Skwilbëno', 'Svidvin', 'Svidvina', 'Svidvinas', 'Swibowina', 'Swidwin', 'xi wei de wen', 'Świdwin', 'Свидвин', 'Свідвин', 'Свідвін', 'Швидвин', '希維德溫'];EU
3084093;Świdnica;50.84378;16.48859;PL;60351;Europe/Warsaw;72;['Schweidnitz', 'Schweidnitz-Schlesian', 'Schweinitz', 'Shvidnica', 'Svidnica', 'Svidnice', 'Svidnicja', 'Svidņica', 'Svídnice', 'Swidnica', 'swwydnyzh', 'xi wei de ni cha', 'Świdnica', 'Свидница', 'Свидњица', 'Свідниця', 'Швидница', 'שווידניצה', '希维德尼察'];EU
3084130;Swarzędz;52.41289;17.08503;PL;29010;Europe/Warsaw;86;['Grzymolowo', 'Schwarsentz', 'Svazendza', 'Svazendzas', 'Svazhehndz', 'Svazhendz', 'Svažendza', 'Svažendzas', 'Swarzedz', 'Swarzędz', 'si wa ren ci', 'Сважендз', 'Сважэндз', '斯瓦任兹'];EU
3084241;Sulechów;52.08362;15.62513;PL;18055;Europe/Warsaw;76;['Cylichow', 'Cylichów', 'Sulechow', 'Sulechuvas', 'Sulechów', 'Sulehova', 'Sulekhau', 'Sulekhov', 'Sulekhuv', 'Zulichowo', 'Zullichau', 'Züllichau', 'su lai hu fu', 'surefufu', 'Сулехаў', 'Сулехов', 'Сулехув', 'スレフフ', '苏莱胡夫'];EU
3084415;Strzelce Opolskie;50.5107;18.30056;PL;20241;Europe/Warsaw;79;"['Gross Strehlitz', 'Gross Strohlitz', 'Groß Strehlitz', 'Opoles Stselces', 'Opolės Stšelcės', 'Strehlitz', 'Strzelce', 'Strzelce Opolskie', 'Stselce Opolske', ""Stshel'ce-Opol's'ki"", ""Stshel'ce-Opol'ske"", 'Stshelce Opolske', 'Stshelce Opolskje', 'Stšelce Opolske', 'Uopolske Strzelce', 'si qie er cai ao bo lai si ji', 'Стшелце Ополске', 'Стшелце Ополскје', 'Стшельце-Опольске', 'Стшельце-Опольські', 'ซตแชลต์แซออปอลสกีแย', '斯切爾采奧波萊斯基']";EU
3084440;Strzegom;50.96264;16.35006;PL;16106;Europe/Warsaw;72;['Striegau', 'Strzegom', 'Strzyglow', 'Strzygłow', 'Stsegoma', 'Stshegom', 'Stšegoma', 'si qie ge mu', 'Стшегом', 'Стшеґом', '斯切戈姆'];EU
3084826;Starogard Gdański;53.96396;18.52638;PL;48202;Europe/Warsaw;82;"['Gdansko Starogardas', 'Starogard', 'Starogard Gdanski', 'Starogard Gdański', ""Starogard-Gdan'ski"", ""Starogard-Gdan'skij"", ""Starogard-Gdans'kij"", 'Starogarda', 'Starogarda Gdanska', 'Starogarda Gdaņska', 'astarwgard gdansky', 'ge dan si ke jiu cheng', 'Старогард Гдански', 'Старогард Гдањски', 'Старогард-Гданьски', 'Старогард-Гданьский', 'Старогард-Ґданський', 'استاروگارد گدانسکی', 'スタロガルド・グダニスキ', '格但斯克舊城']";EU
3084840;Stargard;53.33672;15.0499;PL;71224;Europe/Warsaw;87;"['Stargard', 'Stargard Shchechinski', 'Stargard Szczecinski', 'Stargard Szczeciński', ""Stargard-Shhecins'kij"", 'Stargarda', 'Stargardas', 'Stargardia', 'Starnkarnt', 'Starogrod', 'Storgard', 'Stôrgard', 'Szczecinski Stargard', 'Szczećiński Stargard', 'astargart ashchchynsky', 's tar kard chche ching ski', 'seutaleugaleuteusyuchechinseuki', 'shen qie qing jiu cheng', 'starghard ztsysynsky', 'sutarugaruto', 'Στάργκαρντ', 'Старгард', 'Старгард Шчечински', 'Старгард-Щецинський', 'استارگارت اشچچینسکی', 'ستارغارد زتسيسينسكي', 'สตาร์การ์ดชเชชีงสกี', 'スタルガルト', '什切青旧城', '스타르가르트슈체친스키']";EU
3085045;Środa Wielkopolska;52.22843;17.27617;PL;21757;Europe/Warsaw;86;"['Didziosios Lenkijos Sroda', 'Didžiosios Lenkijos Sroda', ""S'roda-Vel'kapol'ska"", ""S'roda-Vel'kopol'ska"", ""S'roda-Velikopol's'ka"", 'Schroda', 'Shroda Velkopolska', 'Sroda', 'Sroda Velkopolska', 'Sroda Vjelkopolska', 'Sroda Wielkopolska', 'da bo lan de qu xi luo da', 'Środa', 'Środa Wielkopolska', 'Срода Вјелкополска', 'Сьрода-Великопольська', 'Сьрода-Велькапольска', 'Сьрода-Велькопольска', 'Шрода Велкополска', '大波蘭地區希羅達']";EU
3085056;Śrem;52.08868;17.01508;PL;30404;Europe/Warsaw;86;"['Comuna de Srem', 'Comuna de Śrem', ""Gmina S'rem"", 'Gmina Srem', 'Gmina Śrem', ""S'rem"", 'Schrimm', 'Srem', 'Srim', 'Śrem', 'Срем', 'Сьрем', 'Ґміна Сьрем']";EU
3085128;Sosnowiec;50.28682;19.10385;PL;227295;Europe/Warsaw;83;['Sosnovec', 'Sosnoveca', 'Sosnovecas', 'Sosnovice', 'Sosnowez', 'Sosnowiec', 'Sossnowitz', 'Сосновец'];EU
3085151;Sopot;54.4418;18.56003;PL;37089;Europe/Warsaw;82;['Sopat', 'Sopot', 'Sopota', 'Sopotas', 'Sopoty', 'Sopòt', 'Zoppot', 'sopoteu', 'sopoto', 'suo bo te', 'swbwt', 'swpwt', 'Сопат', 'Сопот', 'سوبوت', 'سوپوت', 'ソポト', '索波特', '소포트'];EU
3085172;Solec Kujawski;53.08371;18.22572;PL;15125;Europe/Warsaw;73;"['Schulitz', 'Solec Kujavski', 'Solec Kujawski', 'Solec Kujawski…', ""Solec'-Kujavs'kij"", 'Solec-Kujavski', 'Soleca Kujavska', 'ku ya wei de qu suo lai ci', 'Солец Куявски', 'Солец Кујавски', 'Солец-Куявски', 'Солець-Куявський', '庫亞維地區索萊茨']";EU
3085450;Słupsk;54.46405;17.02872;PL;98608;Europe/Warsaw;82;"[""Slups'k"", 'Slupsk', 'Slupska', 'Slupskas', 'Stolp', 'Stolp in Pommern', 'Stolpe', 'Stolpsk', 'Stôłpsk', 'Słupsk', 'seuubseukeu', 'si wu pu si ke', 'suupusuku', 'swwbsk', 'swwpsk', 'Слупск', 'Слупськ', 'سووبسك', 'سووپسک', 'スウプスク', '斯武普斯克', '스웁스크']";EU
3085495;Słubice;52.35088;14.56065;PL;17567;Europe/Warsaw;76;['Damm-Vorstadt', 'Slubice', 'Slubices', 'Slubicės', 'Słubice', 'Zliwice', 'Zliwitz', 'seuubiche', 'si wu bi cai', 'slubitse', 'slwbyzh', 'Слубице', 'Слубіце', 'סלוביצה', 'სლუბიცე', '斯武比采', '스우비체'];EU
3085807;Skawina;49.97524;19.82869;PL;23647;Europe/Warsaw;77;['Skavina', 'Skawina', 'si ka wei na', 'Скавина', 'Скавіна', '斯卡維納'];EU
3085941;Sierpc;52.8568;19.66913;PL;18866;Europe/Warsaw;78;"['Serpc', ""Serpc'"", 'Serpca', 'Serpts', 'Sherpc', 'Sierpc', 'Sjerpc', 'srpz', 'xie er pu ci', 'Серпц', 'Серпць', 'Сјерпц', 'Шерпц', 'שרפץ', '謝爾普茨']";EU
3085978;Sieradz;51.59584;18.73023;PL;44436;Europe/Warsaw;74;['Seradz', 'Seradza', 'Seradzas', 'Sheradz', 'Sieradz', 'Sieratz', 'Sjeradz', 'shyradz', 'xie la zi', 'Σίερατζ', 'Серадз', 'Сјерадз', 'Шерадз', 'שייראדז', 'شیرادز', '謝拉茲'];EU
3086024;Siemianowice Śląskie;50.32738;19.02901;PL;73121;Europe/Warsaw;83;"['Semjanovice Slonske', ""Semjanovice-Shl'ons'ki"", 'Semjanovice-Sljonske', 'Shemjanovice Silezko', 'Siemianowice', 'Siemianowice Slaskie', 'Siemianowice Śląskie', 'Siemianowitz', 'Silezijos Semianovicai', 'Symjanowicy', 'siemianobichesillongseukie', 'xi long si ke de qu xie mi ya nuo wei cai', 'Śymjanowicy', 'Семяновице-Слёнске', 'Семяновіце-Шльонські', 'Шемяновице Силезко', 'シェミャノヴィツェ・シロンスキェ', '希隆斯克地區謝米亞諾維采', '시에미아노비체실롱스키에']";EU
3086511;Rypin;53.06603;19.40941;PL;16589;Europe/Warsaw;73;['Ripin', 'Ripina', 'Rypin', 'lei ping', 'rypyn', 'Рипин', 'Рипін', 'Рыпин', 'ריפין', '雷平'];EU
3086531;Rydułtowy;50.05857;18.41703;PL;21887;Europe/Warsaw;83;['Ridultovi', 'Rydultovai', 'Rydultovy', 'Rydultowy', 'Rydułtowy', 'Rydůłtowy', 'lei du wu tuo wei', 'Ридултови', 'Рыдултовы', '雷杜烏托維'];EU
3086586;Rybnik;50.09713;18.54179;PL;142510;Europe/Warsaw;83;['Ribnik', 'Ribnika', 'Ribņika', 'Rimpnik', 'Rybnik', 'Rybnikas', 'Rybńik', 'lei bu ni ke', 'libeunikeu', 'rbnyk', 'ribuniku', 'rybnyk', 'Ρίμπνικ', 'Рибник', 'Рибњик', 'Рыбник', 'Рыбнік', 'ربنیک', 'ريبنيك', 'リブニク', '雷布尼克', '리브니크'];EU
3086706;Rumia;54.57092;18.38802;PL;44791;Europe/Warsaw;82;['Remio', 'Rumia', 'Rumija', 'Rumja', 'Rëmiô', 'lu mi ya', 'Румија', 'Румя', 'Румія', '魯米亞'];EU
3086800;Ruda Śląska;50.2584;18.85632;PL;146189;Europe/Warsaw;83;"['Ruda', 'Ruda O.S.', 'Ruda Silezka', 'Ruda Slaska', 'Ruda Slonska', 'Ruda Śląska', ""Ruda-Shl'ons'ka"", 'Ruda-Slenska', 'Ruda-Sljonskaja', 'Silezijos Ruda', 'Slunsko Ruda', 'lu da xi long si ka', 'ludasillongseuka', 'ru das lxn ska', 'rwda shlwska', 'Ślůnsko Ruda', 'Руда Силезка', 'Руда-Сленска', 'Руда-Слёнская', 'Руда-Шльонська', 'رودا شلوسکا', 'รูดาซลอนสกา', 'ルダ・シロンスカ', '鲁达希隆斯卡', '루다실롱스카']";EU
3087281;Reda;54.60528;18.34717;PL;18116;Europe/Warsaw;82;['Reda', 'Réda', 'lei da', 'Реда', '雷達'];EU
3087307;Rawicz;51.60946;16.85852;PL;21380;Europe/Warsaw;86;['Ravica', 'Ravich', 'Ravicius', 'Raviča', 'Ravičius', 'Rawicz', 'Rawitsch', 'la wei qi', 'Равич', 'Равіч', 'ראביץ', '拉維奇'];EU
3087418;Radzionków;50.40026;18.90232;PL;17167;Europe/Warsaw;83;"[""Radz'onkuv"", ""Radzh'onkov"", 'Radzionkow', 'Radzionkuvas', 'Radzionków', 'Radzjonkova', 'Radzjonkuv', 'Radzunkuw', 'Radźůnkůw', 'la ji weng ke fu', 'Раджьонков', 'Радзьонкув', 'Радзёнкув', 'Рађонков', '拉濟翁科夫']";EU
3087497;Radomsko;51.06713;19.44477;PL;45353;Europe/Warsaw;74;"['Novoradomsk', 'Nowo Radomsko', ""Radoms'ko"", 'Radomskas', 'Radomsko', 'Radumsko', 'Radůmsko', 'la duo mu si ke', 'ladomseuko', 'radomusuko', 'Радомско', 'Радомсько', 'ראדאמסק', 'ראדומסק', 'ラドムスコ', '拉多姆斯科', '라돔스코']";EU
3087529;Radlin;50.0502;18.47626;PL;17479;Europe/Warsaw;83;['Radlin'];EU
3087584;Racibórz;50.09195;18.21928;PL;58464;Europe/Warsaw;83;['Racebuzos', 'Rachibozh', 'Raciborz', 'Raciboza', 'Racibozh', 'Raciboža', 'Raciburz', 'Racibuzas', 'Racibuzh', 'Racibužas', 'Racibórz', 'Racėbužos', 'Rakibozh', 'Rasibuj', 'Ratibor', 'Ratiboria', 'Ratiboř', 'Ratihor', 'Ratsibuj', 'Ratsimporz', 'Raćibůrz', 'la qi bu ri', 'lachibusi', 'ra chi burch', 'rachibushu', 'rasiborj', 'rasybwrz', 'rtybwr', 'Ρατσίμπορζ', 'Ратибор', 'Рацибуж', 'Рацібуж', 'Рачибож', 'Раћибож', 'Раќибож', 'ראטיבאר', 'רטיבור', 'راسيبورز', 'راسیبورز', 'रसिबोर्ज्', 'ราชีบุร์ช', 'ラチブシュ', '拉齐布日', '라치부시'];EU
3087628;Pyskowice;50.4;18.63333;PL;19018;Europe/Warsaw;83;['Peiskretscham', 'Pieskretscham', 'Piskovice', 'Pyskovice', 'Pyskowice', 'Pyskowicy', 'pei si ke wei cai', 'Писковице', 'Писковіце', 'Пысковице', '佩斯科維采'];EU
3087705;Pszczyna;49.98037;18.95382;PL;25288;Europe/Warsaw;83;['Pless', 'Pscina', 'Pscyna', 'Pshchina', 'Pshhina', 'Pszczyn', 'Pszczyna', 'Pščina', 'Pščyna', 'pu shen qi na', 'Пшчина', 'Пщина', '普什奇納'];EU
3088034;Pruszcz Gdański;54.26217;18.63625;PL;23618;Europe/Warsaw;82;"['Gdansko Pruscas', 'Gdansko Pruščas', 'Praust', 'Prusca Gdanska', 'Prushch Gdanski', ""Prushh-Gdan'skij"", ""Prushh-Gdans'kij"", 'Pruszcz', 'Pruszcz Gdanski', 'Pruszcz Gdański', 'Prušča Gdaņska', 'ge dan si ke pu lu shen qi', 'Прушч Гдански', 'Прушч Гдањски', 'Прущ-Гданьский', 'Прущ-Ґданський', '格但斯克普魯什奇']";EU
3088065;Prudnik;50.32124;17.57461;PL;23343;Europe/Warsaw;79;['Neustadt', 'Neustadt in Oberschlesien', 'Prudnik', 'Prudnika', 'Prudnikas', 'Prudník', 'Prudńik', 'Prudņika', 'prud yik', 'pu lu de ni ke', 'Прудник', 'Прудњик', 'ปรูดญิก', 'პრუდნიკი', '普魯德尼克'];EU
